name,id,align,eye,hair,gender,gsm,alive,appearances,first_appear,publisher
Valentina Allegra de Fontaine (Earth-616),Secret,Neutral,Blue Eyes,Black Hair,Female,NA,Living Characters,176,Aug-67,marvel
Ophelia Sarkissian (Earth-616),Secret,Bad,Green Eyes,Black Hair,Female,NA,Living Characters,175,Feb-69,marvel
Colleen Wing (Earth-616),Public,Good,Blue Eyes,Auburn Hair,Female,NA,Living Characters,175,Nov-74,marvel
Irma Cuckoo (Earth-616),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,175,Nov-01,marvel
Sebastian Shaw (Earth-616),No Dual,Neutral,Blue Eyes,Black Hair,Male,NA,Living Characters,174,Jan-80,marvel
Phoebe Cuckoo (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,174,Nov-01,marvel
Sage (Earth-616),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,172,Apr-80,marvel
Valeria Richards (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,171,Feb-02,marvel
Donald Blake (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,170,Aug-62,marvel
Hela (Earth-616),Secret,Bad,Green Eyes,Black Hair,Female,NA,Deceased Characters,170,Mar-64,marvel
Lilandra Neramani (Earth-616),No Dual,Good,Orange Eyes,Black Hair,Female,NA,Deceased Characters,170,Feb-76,marvel
Henry Gyrich (Earth-616),No Dual,Bad,Green Eyes,Red Hair,Male,NA,Living Characters,170,Nov-77,marvel
Dwayne Taylor (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,169,Dec-89,marvel
Harold Hogan (Earth-616),No Dual,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,166,Sep-63,marvel
Redwing (Earth-616),Public,NA,Yellow Eyes,NA,Male,NA,Living Characters,165,Sep-69,marvel
Christopher Powell (Earth-616),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,165,Mar-91,marvel
Harvey Elder (Earth-616),Secret,Bad,Brown Eyes,Grey Hair,Male,NA,Living Characters,164,Nov-61,marvel
Wolfgang von Strucker (Earth-616),Public,Bad,Blue Eyes,Bald,Male,NA,Deceased Characters,164,Jan-64,marvel
Dirk Garthwaite (Earth-616),Secret,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,164,Jan-68,marvel
Pip Gofern (Earth-616),Secret,Good,Green Eyes,Red Hair,Male,NA,Living Characters,163,Apr-75,marvel
Tony Masters (Earth-616),Secret,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,163,May-80,marvel
David Lieberman (Earth-616),Secret,Neutral,Green Eyes,Brown Hair,Male,NA,Deceased Characters,163,Nov-87,marvel
James Hudson (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,161,Feb-78,marvel
Miles Warren (Earth-616),Secret,Bad,Green Eyes,No Hair,Male,NA,Living Characters,160,Dec-65,marvel
Kallark (Earth-616),Public,Neutral,Blue Eyes,Blue Hair,Male,NA,Living Characters,160,Oct-77,marvel
En Sabah Nur (Earth-616),Public,Bad,Red Eyes,Black Hair,Male,NA,Deceased Characters,160,Jun-86,marvel
Shiro Yoshida (Earth-616),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,158,Jan-70,marvel
Silver Sablinova (Earth-616),Secret,Good,Blue Eyes,Silver Hair,Female,NA,Deceased Characters,158,Jun-85,marvel
Elvin Haliday (Earth-616),Secret,Good,Brown Eyes,Bald,Male,NA,Living Characters,158,Nov-90,marvel
James Bradley (Earth-616),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,158,NA,marvel
Calvin Zabo (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,157,Dec-63,marvel
Frederick Myers (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,157,Jul-66,marvel
Mantis (Earth-616),Secret,Good,Green Eyes,Black Hair,Female,NA,Living Characters,156,Jun-73,marvel
Marlene Alraune (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,156,Jun-76,marvel
Rachel Leighton (Earth-616),Secret,Good,Green Eyes,Brown Hair,Female,NA,Living Characters,156,Oct-85,marvel
Veranke (Earth-616),No Dual,Bad,Green Eyes,Green Hair,Female,NA,Deceased Characters,156,Jan-05,marvel
Nathaniel Essex (Earth-616),Secret,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,155,Sep-87,marvel
Anthony Druid (Earth-616),Public,Good,Green Eyes,Black Hair,Male,NA,Deceased Characters,153,Jun-61,marvel
Cassandra Lang (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,153,Apr-79,marvel
Beta Ray Bill (Earth-616),No Dual,Good,White Eyes,No Hair,Male,NA,Living Characters,153,Nov-83,marvel
Samuel Sterns (Earth-616),Public,Bad,Red Eyes,Black Hair,Male,NA,Deceased Characters,152,Dec-64,marvel
Leech (Earth-616),Secret,Good,White Eyes,No Hair,Male,NA,Living Characters,152,Mar-84,marvel
Glenn Talbot (Earth-616),No Dual,Neutral,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,151,Nov-64,marvel
Bug (Earth-616),Public,Good,Yellow Eyes,Green Hair,Male,NA,Living Characters,151,Jan-79,marvel
Peter Petruski (Earth-616),Secret,Bad,Brown Eyes,Bald,Male,NA,Living Characters,150,Jan-63,marvel
Julie Power (Earth-616),Secret,Good,Blue Eyes,Strawberry Blond Hair,Female,Pansexual Characters,Living Characters,150,Aug-84,marvel
Giuletta Nefaria (Earth-616),Secret,Bad,Grey Eyes,Black Hair,Female,NA,Living Characters,149,Jan-68,marvel
Robert Ralston (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,148,May-63,marvel
Maximus (Earth-616),Secret,Neutral,Blue Eyes,Black Hair,Male,NA,Living Characters,147,Feb-66,marvel
Genis-Vell (Earth-616),Public,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,147,Oct-93,marvel
Hisako Ichiki (Earth-616),Secret,Good,Black Eyes,Black Hair,Female,NA,Living Characters,147,Oct-04,marvel
Dmitri Smerdyakov (Earth-616),Secret,Bad,Variable Eyes,Variable Hair,Male,NA,Living Characters,146,Mar-63,marvel
Eliot Franklin (Thunderball) (Earth-616),Public,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,146,Nov-74,marvel
X-51 (Earth-616),Secret,Good,Red Eyes,Black Hair,Male,NA,Living Characters,146,Jul-77,marvel
Madelyne Pryor (Earth-616),Public,Bad,Green Eyes,Red Hair,Female,NA,Living Characters,146,Apr-83,marvel
Adolf Hitler (Earth-616),No Dual,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,145,Sep-40,marvel
Herman Schultz (Earth-616),Public,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,145,Mar-67,marvel
Noriko Ashida (Earth-616),Secret,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,145,Jan-04,marvel
Chen Lu (Earth-616),Secret,Bad,Brown Eyes,Bald,Male,NA,Living Characters,144,Jun-63,marvel
Ulysses Klaw (Earth-616),Public,Bad,Red Eyes,Bald,Male,NA,Deceased Characters,143,Aug-66,marvel
Cessily Kincaid (Earth-616),Secret,Good,Silver Eyes,Red Hair,Female,NA,Living Characters,143,Aug-03,marvel
Kyle Gibney (Earth-616),Secret,Neutral,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,142,Aug-83,marvel
Jack Monroe (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,141,Dec-53,marvel
Madeline Joyce (Earth-616),Secret,Good,Blue Eyes,Brown Hair,Female,NA,Deceased Characters,140,Nov-43,marvel
George Tarleton (Earth-616),Public,Bad,White Eyes,Brown Hair,Male,NA,Living Characters,140,Sep-67,marvel
Jocasta (Earth-616),No Dual,Good,Red Eyes,No Hair,Female,NA,Living Characters,140,Aug-77,marvel
Peter Wisdom (Earth-616),No Dual,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,140,Feb-95,marvel
Jeffrey Mace (Earth-616),Secret,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,139,Dec-40,marvel
Aquaria Neptunia (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,139,May-47,marvel
Dragon Man (Earth-616),No Dual,Good,Grey Eyes,No Hair,Male,NA,Living Characters,139,Feb-65,marvel
Narya (Earth-616),Secret,Good,White Eyes,Blond Hair,Female,NA,Living Characters,138,Apr-79,marvel
Burglar (Earth-616),Public,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,137,Aug-62,marvel
Dino Manelli (Earth-616),Public,Good,NA,Black Hair,Male,NA,Deceased Characters,137,May-63,marvel
Peter Parker (Kaine) (Earth-616),Secret,Good,Hazel Eyes,Brown Hair,Male,NA,Living Characters,137,Dec-94,marvel
Nightmare (Earth-616),Secret,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,136,Jul-63,marvel
Ronan (Earth-616),No Dual,Neutral,Blue Eyes,Brown Hair,Male,NA,Living Characters,136,Aug-67,marvel
Thomas Halloway (Earth-616),Public,Good,Brown Eyes,White Hair,Male,NA,Living Characters,135,Oct-39,marvel
Jasper Sitwell (Earth-616),Public,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,134,May-66,marvel
Frank Payne (Earth-616),Secret,Neutral,NA,Bald,Male,NA,Living Characters,134,Jun-77,marvel
Paladin (Earth-616),Secret,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,134,Jan-78,marvel
Steel (Earth-616),Public,Good,NA,White Hair,Male,NA,Living Characters,134,NA,marvel
Mad Thinker (Earth-616),Secret,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,133,Jun-63,marvel
Brian Calusky (Earth-616),Public,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,133,Nov-74,marvel
Arthur Maddicks (Earth-616),No Dual,Good,White Eyes,No Hair,Male,NA,Living Characters,133,Mar-86,marvel
Hedy Wolfe (Earth-616),No Dual,NA,Hazel Eyes,Black Hair,Female,NA,Living Characters,132,Nov-44,marvel
Isadore Cohen (Earth-616),Public,Good,NA,NA,Male,NA,Living Characters,132,May-63,marvel
Dormammu (Earth-616),No Dual,Bad,Yellow Eyes,No Hair,Male,NA,Living Characters,132,Nov-64,marvel
Makkari (Earth-616),Secret,Good,Blue Eyes,Strawberry Blond Hair,Male,NA,Living Characters,131,Aug-40,marvel
Marlo Chandler (Earth-616),Public,Good,Blue Eyes,Red Hair,Female,Bisexual Characters,Living Characters,131,Sep-88,marvel
Percival Pinkerton (Earth-616),Public,Good,Brown Eyes,Grey Hair,Male,NA,Deceased Characters,130,Jul-64,marvel
Quintavius Quire (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,130,Jan-03,marvel
Marla Madison (Earth-616),No Dual,NA,Brown Eyes,Brown Hair,Female,NA,Deceased Characters,129,Nov-76,marvel
Cletus Kasady (Earth-616),Public,Bad,Green Eyes,No Hair,Male,NA,Living Characters,129,Feb-91,marvel
Supreme Intelligence (Earth-616),No Dual,Neutral,Yellow Eyes,Green Hair,Male,NA,Living Characters,128,Aug-67,marvel
Aragorn (Earth-616),No Dual,Good,Brown Eyes,White Hair,Male,NA,Living Characters,128,Jan-68,marvel
Betty Dean (Earth-616),No Dual,Good,Blue Eyes,White Hair,Female,NA,Deceased Characters,127,Jan-40,marvel
Karnilla (Earth-616),Secret,Neutral,Purple Eyes,Black Hair,Female,NA,Living Characters,127,Aug-64,marvel
Jacqueline Falsworth (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,127,Jul-76,marvel
Caliban (Earth-616),Secret,Good,Black Eyes,No Hair,Male,NA,Deceased Characters,127,Aug-81,marvel
Isaac Christians (Earth-616),Public,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,127,Apr-81,marvel
Brock Rumlow (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,126,Oct-89,marvel
Paul Norbert Ebersol (Earth-616),Secret,Neutral,Brown Eyes,Black Hair,Male,NA,Deceased Characters,125,Feb-66,marvel
Annihilus (Earth-616),No Dual,Neutral,Green Eyes,No Hair,Male,NA,Living Characters,125,Nov-68,marvel
Red Sonja (Earth-616),Public,Good,Brown Eyes,Red Hair,Female,NA,Deceased Characters,125,Feb-73,marvel
Jonathan Hart (Earth-616),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,125,Mar-76,marvel
Bambina Arbogast (Earth-616),No Dual,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,125,Jan-79,marvel
Sooraya Qadir (Earth-616),Secret,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,125,Dec-02,marvel
Zeus Panhellenios (Earth-616),No Dual,Neutral,Blue Eyes,Red Hair,Male,NA,Living Characters,124,Jun-49,marvel
Randolph Robertson (Earth-616),No Dual,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,124,Dec-68,marvel
Yao (Earth-616),Secret,Good,Brown Eyes,Bald,Male,NA,Living Characters,122,Jun-61,marvel
Agatha Harkness (Earth-616),No Dual,Good,Blue Eyes,White Hair,Female,NA,Deceased Characters,122,Jan-70,marvel
Jack Tarr (Earth-616),Secret,NA,Black Eyes,Black Hair,Male,NA,Living Characters,122,Apr-74,marvel
Katherine Bishop (Earth-616),Public,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,122,Apr-05,marvel
Jason Wyngarde (Earth-616),Secret,Bad,Brown Eyes,Grey Hair,Male,NA,Deceased Characters,121,Mar-64,marvel
Walter Newell (Earth-616),Public,Good,Hazel Eyes,Brown Hair,Male,NA,Living Characters,121,Sep-67,marvel
Joanna Cargill (Earth-616),Secret,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,121,May-86,marvel
Parker Robbins (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,121,Jul-02,marvel
Rocket Raccoon (Earth-616),No Dual,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,120,Jun-76,marvel
Lyja (Earth-616),Secret,Neutral,Green Eyes,Green Hair,Female,NA,Living Characters,120,Apr-84,marvel
Georges Batroc (Earth-616),No Dual,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,119,Mar-66,marvel
Wyatt Wingfoot (Earth-616),Public,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,119,May-66,marvel
Henry Camp (Earth-616),Public,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,119,Nov-74,marvel
Peter Quill (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,119,Jan-76,marvel
Marrow (Sarah) (Earth-616),Secret,Neutral,Blue Eyes,Red Hair,Female,NA,Living Characters,119,Sep-94,marvel
Vision (Jonas) (Earth-616),Public,Good,Gold Eyes,No Hair,Male,NA,Deceased Characters,119,Aug-05,marvel
William Kaplan (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,Homosexual Characters,Living Characters,119,Apr-05,marvel
George Stacy (Earth-616),Public,Good,Blue Eyes,White Hair,Male,NA,Deceased Characters,118,Jan-68,marvel
Mari (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,118,Jan-79,marvel
Todd Arliss (Earth-616),Secret,Bad,Grey Eyes,No Hair,Male,NA,Living Characters,116,Sep-68,marvel
Hammerhead (Joseph) (Earth-616),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,116,Oct-72,marvel
Heinrich Zemo (Earth-616),Public,Bad,Blue Eyes,Grey Hair,Male,NA,Deceased Characters,115,Mar-64,marvel
Emil Blonsky (Earth-616),Secret,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,115,Apr-67,marvel
Arcturus Rann (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,115,Jan-79,marvel
James Woo (Earth-616),Public,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,114,Oct-56,marvel
Frank Drake (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,114,Apr-72,marvel
Callisto (Earth-616),Secret,Neutral,Blue Eyes,Black Hair,Female,NA,Living Characters,114,May-83,marvel
Dorma (Earth-616),No Dual,Neutral,Blue Eyes,Auburn Hair,Female,NA,Deceased Characters,113,Oct-39,marvel
Lonnie Lincoln (Earth-616),Public,Bad,Pink Eyes,White Hair,Male,NA,Living Characters,113,Mar-88,marvel
Doop (Earth-616),No Dual,Good,Variable Eyes,Black Hair,Male,Bisexual Characters,Living Characters,113,Jul-01,marvel
David Alleyne (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,Bisexual Characters,Living Characters,113,Oct-03,marvel
Hepzibah (Earth-616),Secret,Good,Green Eyes,White Hair,Female,NA,Living Characters,112,Oct-77,marvel
Charlie Cluster-7 (Earth-616),Secret,Neutral,Blue Eyes,Black Hair,Male,NA,Living Characters,112,Aug-02,marvel
Samuel Sawyer (Earth-616),Public,Good,Blue Eyes,Grey Hair,Male,NA,Deceased Characters,111,May-63,marvel
Jacques Duquesne (Earth-616),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,111,Aug-65,marvel
Arcade (Earth-616),Secret,Bad,Blue Eyes,Red Hair,Male,NA,Living Characters,111,Jan-78,marvel
Mary Walker (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Female,NA,Living Characters,111,May-88,marvel
Miguel Santos (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,Homosexual Characters,Living Characters,111,Oct-90,marvel
Christopher Summers (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,110,Apr-77,marvel
Morris Bench (Earth-616),Public,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,110,Jan-81,marvel
David Cannon (Earth-616),Public,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,109,Dec-63,marvel
Prosh (Earth-616),Secret,Good,Variable Eyes,No Hair,NA,NA,Living Characters,109,Jan-88,marvel
Roderick Kingsley (Earth-616),Public,Bad,Blue Eyes,Grey Hair,Male,NA,Living Characters,108,Jun-80,marvel
Dominikos Petrakis (Earth-616),Secret,Neutral,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,108,Jan-81,marvel
St. John Allerdyce (Earth-616),Secret,Neutral,Blue Eyes,Blond Hair,Male,NA,Living Characters,108,Jan-81,marvel
Mary MacPherran (Earth-616),Secret,Bad,Blue Eyes,Strawberry Blond Hair,Female,NA,Living Characters,108,Jul-84,marvel
Rita Wayword (Earth-616),Secret,Neutral,White Eyes,Silver Hair,Female,NA,Living Characters,108,Sep-85,marvel
Angelo Espinosa (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,108,Oct-94,marvel
Layla Miller (Earth-616),No Dual,Good,Green Eyes,Blond Hair,Female,NA,Living Characters,108,Sep-05,marvel
Leland Owlsley (Earth-616),Public,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,107,Aug-64,marvel
Karl Lykos (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,107,Aug-69,marvel
Jason Macendale Jr. (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,107,Feb-81,marvel
Clay Harder (Earth-616),Public,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,106,Mar-48,marvel
Frigga (Earth-616),Secret,Good,Blue Eyes,White Hair,Female,NA,Living Characters,106,May-63,marvel
Ikaris (Eternal) (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,106,Jul-76,marvel
Jack Power (Earth-616),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,106,Aug-84,marvel
Katherine Power (Earth-616),Secret,Good,Blue Eyes,Strawberry Blond Hair,Female,NA,Living Characters,106,Aug-84,marvel
Sharon Ventura (Earth-616),Secret,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,105,Sep-85,marvel
Nico Minoru (Earth-616),Secret,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,105,Jul-03,marvel
Clive Reston (Earth-616),Public,NA,Blue Eyes,Grey Hair,Male,NA,Living Characters,104,Mar-75,marvel
Idie Okonkwo (Earth-616),Public,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,104,Nov-10,marvel
Robert Frank (Earth-616),Secret,Good,Brown Eyes,Grey Hair,Male,NA,Deceased Characters,103,Aug-41,marvel
Elizabeth Twoyoungmen (Earth-616),Secret,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,103,Dec-83,marvel
Everett Thomas (Earth-616),Secret,Good,Brown Eyes,Bald,Male,NA,Deceased Characters,103,Sep-94,marvel
Danger (Earth-616),No Dual,Good,NA,No Hair,Female,NA,Living Characters,103,Mar-05,marvel
Dorrek VIII (Earth-616),Public,Good,Blue Eyes,Blond Hair,Male,Homosexual Characters,Living Characters,103,Apr-05,marvel
Amadeus Cho (Earth-616),No Dual,Good,Black Eyes,Black Hair,Male,NA,Living Characters,103,Jan-06,marvel
Phillip Masters (Earth-616),Public,Bad,Brown Eyes,Bald,Male,NA,Deceased Characters,102,Nov-62,marvel
Joshua Foley (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,101,Nov-03,marvel
Karl Mordo (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,100,Aug-63,marvel
Eternity (Earth-616),Secret,Neutral,Black Eyes,No Hair,NA,NA,Living Characters,100,Nov-65,marvel
William Foster (Earth-616),Secret,NA,Brown Eyes,Black Hair,Male,NA,Deceased Characters,100,Sep-66,marvel
Leiko Wu (Earth-616),Secret,Good,Blue Eyes,Black Hair,Female,NA,Deceased Characters,100,Oct-75,marvel
Chase Stein (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,100,Jul-03,marvel
Howard Hanover (Earth-616),Public,NA,NA,Black Hair,Male,NA,Living Characters,100,NA,marvel
Louise Grant (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,99,Sep-46,marvel
Grand Vizier (Asgard) (Earth-616),Secret,Good,NA,White Hair,Male,NA,Living Characters,99,Sep-65,marvel
Pyreus Kril (Earth-616),Secret,Neutral,White Eyes,Yellow Hair,Male,NA,Living Characters,99,Jul-74,marvel
Acroyear (Earth-616),No Dual,Good,Grey Eyes,No Hair,Male,NA,Living Characters,99,Jan-79,marvel
Yuriko Oyama (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,99,Aug-83,marvel
Elijah Bradley (Earth-616),Secret,Good,Brown Eyes,Bald,Male,NA,Living Characters,99,Apr-05,marvel
Frankie Raye (Earth-616),Secret,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,98,Nov-75,marvel
Jimaine Szardos (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,98,Apr-76,marvel
Bethany Cabe (Earth-616),No Dual,Good,Green Eyes,Red Hair,Female,NA,Living Characters,98,Dec-78,marvel
Phillip Urich (Earth-616),Secret,Bad,Green Eyes,Brown Hair,Male,NA,Living Characters,98,Jun-95,marvel
Delroy Garrett Jr. (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,98,Sep-98,marvel
