state,county,expectancy,income
West Virginia,Upshur County,76.7,31565
West Virginia,Wayne County,74.955,29498
West Virginia,Webster County,74.845,27673
West Virginia,Wetzel County,76.05,34292
West Virginia,Wirt County,75.555,29315
West Virginia,Wood County,76.13,39276
West Virginia,Wyoming County,71.13,29369
Wisconsin,Adams County,78.36,35222
Wisconsin,Ashland County,77.69,36003
Wisconsin,Barron County,79.44,44261
Wisconsin,Bayfield County,78.785,41869
Wisconsin,Brown County,80.65,46584
Wisconsin,Buffalo County,79.975,42066
Wisconsin,Burnett County,79.645,38063
Wisconsin,Calumet County,80.83,44892
Wisconsin,Chippewa County,79.835,42518
Wisconsin,Clark County,78.935,36538
Wisconsin,Columbia County,79.31,47346
Wisconsin,Crawford County,78.995,37161
Wisconsin,Dane County,81.215,53705
Wisconsin,Dodge County,78.61,41055
Wisconsin,Door County,80.455,53773
Wisconsin,Douglas County,78.3,38603
Wisconsin,Dunn County,80.235,36316
Wisconsin,Eau Claire County,80.45,43747
Wisconsin,Florence County,78.25,46793
Wisconsin,Fond du Lac County,79.86,43764
Wisconsin,Forest County,78.25,34520
Wisconsin,Grant County,78.835,38413
Wisconsin,Green County,79.345,46367
Wisconsin,Green Lake County,79.28,45805
Wisconsin,Iowa County,79.35,43877
Wisconsin,Iron County,79.085,42744
Wisconsin,Jackson County,79.42,40316
Wisconsin,Jefferson County,79.345,40761
Wisconsin,Juneau County,78.17,37356
Wisconsin,Kenosha County,78.065,41373
Wisconsin,Kewaunee County,80.535,42855
Wisconsin,La Crosse County,79.93,44557
Wisconsin,Lafayette County,79.48,42640
Wisconsin,Langlade County,78.165,39900
Wisconsin,Lincoln County,79.075,39916
Wisconsin,Manitowoc County,79.54,44803
Wisconsin,Marathon County,80.025,43921
Wisconsin,Marinette County,79.47,39681
Wisconsin,Marquette County,78.14,35995
Wisconsin,Menominee County,78.165,27013
Wisconsin,Milwaukee County,76.935,43020
Wisconsin,Monroe County,78.355,37678
Wisconsin,Oconto County,78.92,40842
Wisconsin,Oneida County,78.85,46451
Wisconsin,Outagamie County,80.27,45429
Wisconsin,Ozaukee County,81.135,73462
Wisconsin,Pepin County,79.975,44487
Wisconsin,Pierce County,80.56,42855
Wisconsin,Polk County,79.425,41777
Wisconsin,Portage County,80.55,41434
Wisconsin,Price County,79.085,43128
Wisconsin,Racine County,78.695,43486
Wisconsin,Richland County,79.94,37838
Wisconsin,Rock County,78.465,40026
Wisconsin,Rusk County,78.53,35984
Wisconsin,St. Croix County,80.335,48392
Wisconsin,Sauk County,79.285,43763
Wisconsin,Sawyer County,78.095,40778
Wisconsin,Shawano County,79.475,37167
Wisconsin,Sheboygan County,79.915,45896
Wisconsin,Taylor County,79.1,35931
Wisconsin,Trempealeau County,79.175,42272
Wisconsin,Vernon County,79.19,37057
Wisconsin,Vilas County,79.53,49212
Wisconsin,Walworth County,79.53,42446
Wisconsin,Washburn County,78.385,43727
Wisconsin,Washington County,80.475,51110
Wisconsin,Waukesha County,80.915,63995
Wisconsin,Waupaca County,77.55,42216
Wisconsin,Waushara County,79,38620
Wisconsin,Winnebago County,79.385,42399
Wisconsin,Wood County,79.82,41883
Wyoming,Albany County,79.7,39052
Wyoming,Big Horn County,77.585,36964
Wyoming,Campbell County,76.66,54653
Wyoming,Carbon County,77.835,49787
Wyoming,Converse County,79.255,55012
Wyoming,Crook County,76.66,44121
Wyoming,Fremont County,75.575,41019
Wyoming,Goshen County,78.8,42346
Wyoming,Hot Springs County,79.7,51418
Wyoming,Johnson County,78.24,44439
Wyoming,Laramie County,77.59,49796
Wyoming,Lincoln County,80.025,39683
Wyoming,Natrona County,77,68692
Wyoming,Niobrara County,78.8,46341
Wyoming,Park County,79.7,48692
Wyoming,Platte County,79.255,45275
Wyoming,Sheridan County,78.24,55089
Wyoming,Sublette County,80.025,48881
Wyoming,Sweetwater County,78.405,48681
Wyoming,Teton County,82.11,194861
Wyoming,Uinta County,77.35,41005
Wyoming,Washakie County,77.585,43460
Wyoming,Weston County,76.66,44997
