2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Boston - Mildred Avenue K-8,00350378,     233,  16.9,        567,  49.0,  51.0,  28.6,  21.0,66.5
Boston - Mission Hill School,00350382,     126,   8.6,        244,  40.6,  59.0,  15.6,  35.7,45.1
Boston - Mozart,00350237,      92,  15.1,        183,  39.9,  60.1,  15.8,  24.0,32.8
Boston - Nathan Hale,00350243,      67,  21.8,        160,  53.1,  46.9,  10.0,  16.3,56.3
Boston - New Mission High School,00350542,     207,  15.5,        388,  47.9,  52.1,   4.4,  13.9,51
Boston - O W Holmes,00350138,     156,  16.4,        346,  48.3,  51.7,  15.3,  32.9,75.4
Boston - O'Bryant School Math/Science,00350575,     437,  22.8,"      1,545",  56.2,  43.8,   1.2,   3.7,43.8
Boston - Oliver Hazard Perry,00350255,     132,  12.3,        226,  43.8,  56.2,  15.9,  25.7,46.5
Boston - Orchard Gardens,00350257,     458,  18.9,        913,  49.4,  50.6,  51.6,  15.6,63.5
Boston - Patrick J Kennedy,00350264,     108,  19.9,        309,  46.3,  53.7,  66.3,  18.1,58.3
Boston - Paul A Dever,00350268,     265,  16.6,        414,  47.8,  52.2,  46.9,  14.7,79.5
Boston - Pauline Agassiz Shaw Elementary School,00350014,      64,  21.9,        251,  49.8,  50.2,  17.9,  13.1,70.1
Boston - Phineas Bates,00350278,     100,  19.9,        269,  48.7,  51.3,  30.1,  27.5,46.1
Boston - Quincy Upper School,00350565,     204,  20.7,        512,  47.9,  52.1,  11.5,  17.8,61.3
Boston - Rafael Hernandez,00350691,     172,  21.4,        385,  52.7,  47.3,  58.7,   7.8,58.7
Boston - Richard J Murphy,00350240,     441,  21.8,        956,  47.0,  53.0,  23.0,  14.5,46.2
Boston - Roger Clap,00350298,      56,  17.3,        156,  53.2,  46.8,  30.8,  26.3,61.5
Boston - Samuel Adams,00350302,     144,  13.4,        293,  49.8,  50.2,  60.1,  22.5,49.8
Boston - Samuel W Mason,00350304,      85,  18.3,        254,  44.1,  55.9,  26.4,  32.3,59.8
Boston - Sarah Greenwood,00350308,     263,  16.5,        440,  48.9,  51.1,  48.2,  24.3,72.3
Boston - Snowden International School at Copley,00350690,     146,  18.2,        457,  51.9,  48.1,  12.0,  22.8,54.3
Boston - TechBoston Academy,00350657,     511,  14.4,        958,  45.0,  55.0,  24.6,  20.7,64.9
Boston - The English High,00350535,     204,  15.5,        549,  43.2,  56.8,  38.3,  18.6,66.5
Boston - Thomas J Kenny,00350328,     131,  18.1,        322,  48.1,  51.9,  31.1,  23.0,63.4
Boston - UP Academy Holland,00350167,     230,  25.0,        849,  50.2,  49.8,  31.1,  15.8,72.6
Boston - Urban Science Academy,00350579,     256,  14.6,        405,  39.5,  60.2,  15.1,  25.4,52.1
Boston - Warren-Prescott,00350346,     256,  19.3,        596,  46.6,  53.4,  13.1,  19.6,44
Boston - Washington Irving Middle,00350445,     178,  16.0,        363,  51.5,  48.5,  26.4,  27.8,64.2
Boston - West Roxbury Academy,00350658,     192,  15.4,        489,  45.4,  54.6,  31.1,  20.4,56.2
Boston - William E Russell,00350366,     114,  21.8,        427,  48.9,  51.1,  56.0,  10.8,63.7
Boston - William Ellery Channing,00350360,      79,  19.4,        220,  50.5,  49.5,  28.2,   9.5,63.6
Boston - William H Ohrenberger,00350258,     373,  20.1,        673,  46.4,  53.6,  25.0,  20.2,48.6
Boston - William McKinley,00350363,     467,   7.1,        381,  25.7,  74.3,  21.5,  93.2,77.7
Boston - William Monroe Trotter,00350370,     192,  20.5,        536,  48.5,  51.5,  13.6,  16.4,79.3
Boston - Winship Elementary,00350374,     114,  15.1,        220,  45.9,  54.1,  33.2,  21.4,45
Boston - Young Achievers,00350380,     202,  19.4,        580,  45.9,  54.1,  27.9,  23.3,67.1
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,     247,  21.0,        710,  51.4,  48.6,   3.8,  17.6,28.5
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,     311,  15.7,        512,  53.7,  46.3,   6.3,  24.0,56.4
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,     258,  13.7,        457,  48.4,  51.6,  14.9,  30.0,62.1
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,      97,  36.6,        489,  48.5,  51.5,  16.0,  22.7,37.4
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,     236,  19.2,        934,  52.0,  48.0,  11.7,  13.7,48.7
Bourne - Bourne High School,00360505,     256,  15.7,        478,  52.7,  47.3,   0.0,  13.0,23
Bourne - Bourne Middle School,00360325,     360,  19.0,        702,  50.4,  49.6,   1.1,  15.7,25.4
Bourne - Bournedale Elementary School,00360005,     241,  17.6,        450,  46.2,  53.8,   0.9,  21.1,27.1
Bourne - Peebles Elementary School,00360010,     207,  19.0,        344,  52.3,  47.7,   1.2,  14.2,27.9
Boxford - Harry Lee Cole,00380005,     126,  13.8,        337,  46.6,  53.4,   0.9,  19.9,5
Boxford - Spofford Pond,00380013,     186,  16.4,        396,  50.8,  49.2,   0.3,  18.2,3.8
Boylston - Boylston Elementary,00390005,     158,  18.9,        303,  52.1,  47.9,   1.7,  15.5,8.3
Braintree - Archie T Morrison,00400033,     227,  18.9,        429,  49.9,  50.1,   9.6,  17.2,29.6
Braintree - Braintree High,00400505,     884,  16.5,"      1,827",  48.8,  51.2,   4.7,  22.9,15.9
Braintree - Donald Ross,00400050,     154,  18.8,        276,  48.6,  51.4,  15.6,  12.7,29.3
Braintree - East Middle School,00400305,     407,  16.5,        724,  49.0,  50.8,   2.9,  19.9,21.1
Braintree - Highlands,00400015,     218,  20.4,        428,  51.6,  48.4,   5.6,  18.9,11.9
Braintree - Hollis,00400005,     308,  14.9,        446,  49.8,  50.2,   8.1,  26.2,17
Braintree - Liberty,00400025,     218,  22.1,        462,  50.6,  49.4,   7.1,  16.7,12.3
Braintree - Mary E Flaherty School,00400020,     175,  20.8,        373,  52.3,  47.7,   8.0,  20.6,18
Braintree - Monatiquot Kindergarten Center,00400009,     113,  17.6,        253,  39.9,  60.1,  10.3,  10.7,22.5
Braintree - South Middle School,00400310,     342,  17.8,        668,  51.8,  48.2,   1.0,  22.6,13.8
Brewster - Eddy Elementary,00410010,     135,  20.2,        242,  51.2,  48.8,   4.1,  23.1,20.2
Brewster - Stony Brook Elementary,00410005,     122,  18.3,        242,  48.3,  51.7,   3.3,  17.4,26.9
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,      80,  17.6,        314,  51.3,  48.7,  23.2,  24.2,58.6
Bridgewater-Raynham - Bridgewater Middle School,06250320,     173,  23.7,        511,  44.4,  55.6,   1.4,  13.7,12.5
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,     588,  16.9,"      1,432",  52.5,  47.5,   1.4,   9.7,12
Bridgewater-Raynham - Laliberte Elementary School,06250050,     154,  23.3,        509,  49.7,  50.3,   2.0,  12.0,19.6
Bridgewater-Raynham - Merrill Elementary School,06250020,     102,  22.6,        320,  48.8,  51.3,   3.4,  17.8,20
Bridgewater-Raynham - Mitchell Elementary School,06250002,     323,  20.7,"      1,081",  46.8,  53.2,   2.3,  23.2,16.6
Bridgewater-Raynham - Raynham Middle School,06250315,     262,  22.2,        683,  46.3,  53.7,   0.9,  14.3,16.1
Bridgewater-Raynham - Therapeutic Day School,06250415,      24,   3.5,         22,  45.5,  54.5,   0.0, 100.0,50
Bridgewater-Raynham - Williams Intermediate School,06250300,     282,  23.3,        810,  47.8,  52.2,   1.2,  16.8,17.7
Brimfield - Brimfield Elementary,00430005,      85,  17.8,        300,  50.0,  50.0,   0.0,  17.0,18
Bristol County Agricultural - Bristol County Agricultural High,09100705,     322,  17.5,        455,  70.5,  29.0,   0.0,  11.6,20
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,     992,  17.3,"      1,268",  43.0,  56.8,   0.2,  12.5,23.5
Brockton - Ashfield Middle School,00440421,     245,  19.2,        528,  47.3,  52.7,  22.3,  14.2,46.2
Brockton - Barrett Russell Early Childhood Center,00440008,      27,  11.3,        304,  40.8,  59.2,  12.5,  60.5,54.6
Brockton - Brockton Champion High School,00440515,      99,   9.1,        154,  41.6,  58.4,   9.7,  50.6,70.1
Brockton - Brockton High,00440505,"   1,939",  18.4,"      4,187",  48.5,  51.5,  19.2,  11.7,44.9
Brockton - Brookfield,00440010,     272,  19.8,        657,  46.3,  53.7,  37.0,  14.6,49.5
Brockton - Downey,00440110,     345,  15.8,        656,  43.8,  56.3,  11.0,  31.9,61.9
Brockton - Dr W Arnone Community School,00440001,     291,  20.5,        716,  43.7,  56.3,  13.0,  21.2,63.1
Brockton - East Middle School,00440405,     477,  19.9,        520,  47.3,  52.7,  43.1,  18.3,58.1
Brockton - Edgar B Davis,00440023,     475,  22.8,"      1,027",  50.9,  49.1,  22.3,   8.0,53.9
Brockton - Edison Academy,00440520,     228,  12.2,        334,  45.5,  54.5,  63.2,  10.8,54.8
Brockton - Frederick Douglass Academy,00440080,      78,   8.3,         88,  31.8,  68.2,  15.9,  29.5,68.2
Brockton - Gilmore Elementary School,00440055,     189,  23.8,        544,  49.3,  50.7,  36.2,   7.7,64.3
Brockton - Hancock,00440045,     205,  26.4,        660,  52.1,  47.9,   8.5,   9.1,43.2
Brockton - Huntington Therapeutic Day School,00440400,     127,   6.1,         69,  29.0,  71.0,  11.6,  98.6,71
Brockton - John F Kennedy,00440017,     231,  21.9,        617,  50.6,  49.4,  25.1,  13.0,44.2
Brockton - Joseph F. Plouffe Academy,00440422,     486,  22.1,        703,  53.8,  46.2,  13.5,  12.7,44.2
Brockton - Louis F Angelo Elementary,00440065,     349,  21.8,        917,  48.1,  51.9,  24.9,  19.5,55.5
Brockton - Manthala George Jr. School,00440003,     368,  21.7,        953,  48.8,  51.2,  37.1,  19.2,58.7
Brockton - Mary E. Baker School,00440002,     337,  20.1,        816,  47.7,  52.3,  22.2,  15.2,48.7
Brockton - North Middle School,00440410,     346,  24.3,        654,  44.3,  55.7,  39.8,  14.2,58.6
Brockton - Oscar F Raymond,00440078,     303,  25.1,        929,  49.1,  50.9,  36.7,  10.0,63.1
Brockton - South Middle School,00440415,     172,  25.6,        504,  47.8,  52.2,  12.7,  16.9,49.6
Brockton - West Middle School,00440420,     363,  22.3,        673,  48.7,  51.3,  10.7,  17.8,47.7
Brooke Charter School (District) - Brooke Charter School,04280305,     716,  19.9,"      1,738",  51.7,  48.3,   7.5,  10.8,44.6
Brookfield - Brookfield Elementary,00450005,      77,  20.3,        317,  49.2,  50.8,   0.0,  15.1,26.8
Brookline - Brookline Early Education Program at Beacon,00460001,       5,  15.4,         77,  54.5,  45.5,  10.4,  18.2,10.4
Brookline - Brookline Early Education Program at Putterham,00460002,       6,  11.8,         71,  45.1,  54.9,   7.0,  35.2,14.1
Brookline - Brookline High,00460505,"   1,150",  14.2,"      2,080",  49.9,  49.9,   4.0,  15.6,11
Brookline - Edith C Baker,00460005,     459,  17.3,        739,  48.7,  51.3,  12.3,  16.2,7.7
Brookline - Edward Devotion,00460015,     508,  17.2,        810,  47.3,  52.7,  14.8,  18.0,11.6
Brookline - Heath,00460025,     301,  19.0,        564,  50.5,  49.5,   4.8,  10.6,5.3
Brookline - John D Runkle,00460045,     314,  21.0,        627,  46.4,  53.6,   9.1,  20.6,7.2
Brookline - Lawrence,00460030,     414,  18.5,        706,  47.9,  52.1,  19.5,  14.3,9.6
Brookline - Michael Driscoll,00460020,     327,  19.9,        623,  46.4,  53.6,   9.3,  14.0,5.6
Brookline - Pierce,00460040,     473,  19.2,        844,  51.5,  48.5,  16.7,  11.8,10.7
Brookline - The Lynch Center,00460060,       5,  14.0,         69,  43.5,  56.5,  15.9,  37.7,18.8
Brookline - William H Lincoln,00460035,     349,  18.0,        575,  52.2,  47.8,  16.7,  18.1,12.3
Burlington - Burlington High,00480505,     569,  13.9,"      1,102",  49.5,  50.5,   1.9,   9.9,10.4
Burlington - Fox Hill,00480007,     177,  16.6,        402,  49.5,  50.5,   3.5,  11.7,7.7
Burlington - Francis Wyman Elementary,00480035,     244,  16.2,        533,  48.8,  51.2,   7.7,  11.6,12
Burlington - Marshall Simonds Middle,00480303,     718,  19.8,        811,  48.8,  51.2,   1.8,  12.6,10.6
Burlington - Memorial,00480015,     177,  16.7,        402,  51.0,  49.0,   9.0,  14.9,12.7
Burlington - Pine Glen Elementary,00480020,     148,  15.8,        317,  52.1,  47.9,  12.0,  13.2,12.3
Cambridge - Amigos School,00490006,     194,  18.3,        397,  54.2,  45.8,   7.6,  15.1,18.4
Cambridge - Cambridge Rindge and Latin,00490506,"   1,070",  15.4,"      2,017",  47.9,  52.1,   6.4,  17.2,28.2
Cambridge - Cambridge Street Upper School,00490305,     146,  16.4,        254,  51.2,  48.8,   1.6,  33.5,42.5
Cambridge - Cambridgeport,00490007,     145,  16.7,        337,  46.9,  53.1,   4.5,  19.6,26.1
Cambridge - Fletcher/Maynard Academy,00490090,     219,  12.5,        302,  44.7,  55.3,   7.9,  26.8,39.7
Cambridge - Graham and Parks,00490080,     174,  15.7,        397,  50.4,  49.6,  36.3,  17.6,22.2
Cambridge - Haggerty,00490020,     124,  14.8,        252,  49.6,  50.4,   8.3,  19.0,24.6
Cambridge - John M Tobin,00490065,     228,   9.0,        293,  46.8,  53.2,   4.8,  19.1,26.3
Cambridge - Kennedy-Longfellow,00490040,     161,  14.6,        314,  49.7,  50.3,  32.8,  16.2,36.9
Cambridge - King Open,00490035,     239,  11.1,        327,  47.1,  52.9,   8.9,  30.0,29.7
Cambridge - Maria L. Baldwin,00490005,     191,  14.7,        352,  51.4,  48.6,   3.7,  20.2,20.7
Cambridge - Martin Luther King Jr.,00490030,     181,  15.8,        321,  50.2,  49.8,   4.7,  15.9,21.8
Cambridge - Morse,00490045,     193,  13.0,        310,  45.8,  54.2,   9.4,  30.6,35.2
Cambridge - Peabody,00490050,     129,  20.0,        326,  51.2,  48.8,   5.8,  25.2,23.3
Cambridge - Putnam Avenue Upper School,00490310,     133,  19.0,        266,  48.5,  51.5,   2.6,  25.9,39.8
Cambridge - Rindge Avenue Upper School,00490315,     115,  22.2,        277,  50.5,  49.5,   1.4,  27.4,23.5
Cambridge - Vassal Lane Upper School,00490320,     141,  17.7,        280,  58.6,  41.4,  13.2,  16.4,30
Canton - Canton High,00500505,     494,  17.4,        986,  50.4,  49.3,   0.9,   9.3,13.4
Canton - Dean S Luce,00500020,     454,  19.2,        498,  50.0,  50.0,   5.8,   9.6,14.7
Canton - John F Kennedy,00500017,     450,  20.6,        534,  47.2,  52.8,   3.6,  11.2,10.9
Canton - Lt Peter M Hansen,00500012,     440,  18.8,        476,  50.2,  49.8,   4.2,  10.3,15.8
Canton - Rodman Early Childhood Center,00500010,      32,  12.9,        103,  33.0,  67.0,   1.0,  41.7,19.4
Canton - Wm H Galvin Middle,00500305,     514,  17.1,        738,  51.5,  48.5,   1.2,  12.2,14.1
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,     174,  15.8,        243,  55.1,  44.9,   1.6,  15.6,16.5
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,     426,  13.3,        601,  35.8,  64.2,   1.5,  29.0,32.9
Carlisle - Carlisle School,00510025,     236,  17.6,        622,  45.7,  54.3,   3.2,  16.9,4
Carver - Carver Elementary School,00520015,     406,  19.8,        786,  50.4,  49.6,   1.3,  21.8,22.5
Carver - Carver Middle/High School,00520405,     396,  15.1,        784,  49.0,  51.0,   0.3,  21.0,20.2
Central Berkshire - Becket Washington School,06350005,      52,  17.7,        126,  46.0,  54.0,   0.0,  22.2,28.6
Central Berkshire - Craneville,06350025,     162,  20.6,        410,  44.9,  55.1,   1.7,  14.6,34.4
Central Berkshire - Kittredge,06350035,      59,  18.4,        160,  51.3,  48.8,   0.0,  25.0,35.6
Central Berkshire - Nessacus Regional Middle School,06350305,     204,  19.1,        385,  47.8,  52.2,   0.0,  15.8,30.1
Central Berkshire - Wahconah Regional High,06350505,     301,  16.1,        537,  51.6,  48.4,   0.4,   9.9,23.8
Chelmsford - Byam School,00560030,     179,  22.2,        507,  47.5,  52.5,   3.9,  15.6,15.4
Chelmsford - Center Elementary School,00560005,     156,  22.7,        455,  52.5,  47.5,   7.0,  14.9,13.6
Chelmsford - Charles D Harrington,00560025,     172,  22.3,        492,  45.1,  54.9,   5.7,  13.6,16.3
Chelmsford - Chelmsford High,00560505,     739,  16.8,"      1,480",  50.3,  49.7,   1.6,  12.8,9.2
Chelmsford - Col Moses Parker School,00560305,     419,  15.9,        722,  48.1,  51.9,   2.6,  18.1,10.9
Chelmsford - Community Education Center,00560001,      96,  13.8,        166,  38.0,  62.0,   0.0,  54.2,18.7
Chelmsford - McCarthy Middle School,00560310,     468,  16.2,        817,  47.9,  52.1,   3.3,  18.0,12
Chelmsford - South Row,00560015,     156,  20.1,        403,  46.9,  53.1,   6.7,   9.9,9.4
Chelsea - Chelsea High,00570505,     554,  19.1,"      1,599",  46.1,  53.9,  36.1,  12.9,57.1
Chelsea - Clark Avenue School,00570050,     231,  24.1,        547,  45.9,  54.1,   2.2,  16.6,59
Chelsea - Edgar A Hooks Elementary,00570030,      26,  22.2,        578,  45.7,  54.3,  48.3,  15.9,66.8
Chelsea - Eugene Wright Science and Technology Academy,00570045,     195,  24.2,        533,  48.2,  51.8,   4.5,  21.6,64.4
Chelsea - Frank M Sokolowski Elementary,00570040,      22,  25.7,        565,  47.4,  52.6,  42.8,  13.8,69
Chelsea - George F. Kelly Elementary,00570035,      27,  22.7,        554,  50.2,  49.8,  33.9,  14.8,59
Chelsea - Joseph A. Browne School,00570055,     208,  26.4,        632,  48.7,  51.3,  61.9,   6.3,61.2
Chelsea - Shurtleff Early Childhood,00570003,      48,  20.8,        982,  49.4,  50.6,  56.0,  15.8,62.4
Chelsea - William A Berkowitz Elementary,00570025,      23,  21.4,        492,  45.5,  54.5,  36.4,  18.7,63.4
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,      64,  13.6,        138,  50.7,  49.3,   0.0,  28.3,26.1
Chicopee - Barry,00610003,      80,  21.1,        422,  41.7,  58.3,  12.1,  23.5,48.1
Chicopee - Belcher,00610010,      68,  19.6,        269,  49.1,  50.9,  17.1,  13.0,61.3
Chicopee - Bellamy Middle,00610305,     465,  19.4,        843,  49.5,  50.5,   5.0,  19.6,51.5
Chicopee - Bowe,00610015,      79,  24.4,        496,  48.8,  51.2,  12.9,  17.3,71.8
Chicopee - Bowie,00610020,      94,  18.4,        337,  48.4,  51.6,   0.9,  12.5,38.9
Chicopee - Chicopee Academy,00610021,     110,   6.2,         95,  29.5,  70.5,   4.2,  29.5,76.8
Chicopee - Chicopee Comprehensive High School,00610510,     682,  15.7,"      1,397",  46.1,  53.9,   3.9,  14.1,39.9
